DEPTH_WMSF (m),HSGR (gAPI),HCGR (gAPI),HFK (%),HTHO (ppm),HURA (ppm),HBHK (%),IDPH (ohmm),IMPH (ohmm),SFLU (ohmm),RHOM (g/cm3),DRH (g/cm3),PEFL (barns/e-),NRHB (g/cm3),APLC (%),STOF (in),SIGF (cu),AFEC (cps),ANEC (cps),IMAGE_ID,ROCK_CLASS
220.4668,38.8199,0.3791,-0.0169,0.2205,4.9327,-0.2232,1.4578,1.4034,1.3334,2.1015,0.3746,2.5457,2.1015,40.0526,-999.25,18.7506,563.0884,2613.9775,5862_1196A,Grainstone
229.9156,41.1677,2.1432,0.0481,0.4055,4.856,-0.2232,1.4142,1.4113,1.0801,1.9542,0.1492,3.3157,1.9542,49.0288,0.5596,18.6384,512.8686,2391.812,6234_1196A,Floatstone
230.068,41.6686,2.2114,0.0568,0.3767,4.8887,-0.2232,1.4441,1.4442,1.2505,1.9471,0.1667,3.1489,1.9471,50.8501,0.4495,18.8119,503.6117,2438.0593,6240_1196A,Floatstone
230.2204,41.4972,1.8269,0.0479,0.3053,4.9384,-0.2232,1.4956,1.4818,1.1699,1.9437,0.1755,3.0441,1.9437,41.7366,0.5646,18.6303,525.3704,2481.1223,6246_1196A,Floatstone
230.3728,43.4022,1.5519,0.03,0.3222,5.1651,-0.2232,1.5402,1.5243,1.2203,1.9764,0.1842,2.9499,1.9764,43.756,0.3698,18.868,510.0329,2549.3596,6252_1196A,Floatstone
230.5252,44.8756,1.3334,0.0209,0.3052,5.3855,-0.2232,1.5723,1.5642,1.278,2.0378,0.2115,3.0441,2.0378,44.5132,0.4027,18.4056,523.1675,2503.8789,6258_1196A,Grainstone
230.6776,46.2308,0.9169,-0.002,0.306,5.6244,-0.2232,1.6346,1.5956,1.3408,2.0641,0.2012,3.0703,2.0641,40.4446,0.818,17.6789,485.8093,2580.2385,6264_1196A,Grainstone
239.6692,56.4926,3.0457,0.0957,0.4163,6.7379,-0.2232,1.6917,1.566,1.239,2.1908,0.3055,2.9556,2.1908,35.6373,1.1804,16.0378,493,2508.5715,6618_1196A,Grainstone
239.8216,51.5595,2.8114,0.0853,0.4021,6.1073,-0.2232,1.6742,1.6977,1.2542,2.2226,0.3734,2.6962,2.2226,40.7787,0.7212,18.9973,485.7143,2446.8572,6624_1196A,Grainstone
249.2704,37.1821,1.9771,0.0647,0.2555,4.394,-0.1869,1.5461,1.5078,1.229,2.1691,0.3898,2.6867,2.1691,47.2577,0.9098,18.7198,511.7664,2441.2134,6996_1196A,Grainstone
249.4228,40.1957,2.2751,0.0754,0.2885,4.7234,-0.1869,1.5705,1.578,1.2881,2.1723,0.3943,2.6689,2.1723,44.5673,1.0818,17.864,498.0909,2477.095,7002_1196A,Grainstone
258.8716,69.7985,0.4471,-0.0147,0.2297,8.7609,-0.1869,1.5413,1.4044,1.219,2.1215,0.4297,2.5938,2.1215,46.1187,0.5727,18.4685,460.8946,2596.6165,7374_1196A,Floatstone
259.024,63.8027,0.7719,0.0168,0.1494,7.946,-0.1869,1.5454,1.4563,1.234,2.1093,0.4633,2.4203,2.1093,54.0671,0.4886,20.1311,468.0803,2521.583,7380_1196A,Grainstone
287.6752,56.0055,3.7473,0.1211,0.4928,6.4433,-0.1869,1.2135,1.2165,0.9538,2.0263,0.2635,2.4493,2.0263,43.5409,0.4838,20.7629,481.1429,2423,8508_1196A,Grainstone
287.8276,53.5344,2.7896,0.0927,0.3519,6.3732,-0.1869,1.2249,1.2394,0.9809,2.0411,0.3535,2.3554,2.0411,46.1921,0.6924,20.2595,481,2492.5715,8514_1196A,Grainstone
297.4288,41.2996,1.621,0.078,0.0634,4.8446,-0.1814,2.1749,2.3136,1.7786,1.9299,0.3156,2.0978,1.9299,49.7105,0.8823,22.5773,488.5,2318,8892_1196A,Floatstone
297.5812,44.0112,2.113,0.0916,0.1414,5.0827,-0.1814,2.163,2.4004,1.8248,2.0239,0.3533,2.168,2.0239,43.4547,0.9343,20.6024,533.5739,2381.179,8898_1196A,Floatstone
307.03,70.5775,1.7749,0.0487,0.2842,8.7681,-0.1814,5.9201,8.2339,5.583,2.423,0.1268,3.9205,2.423,24.698,0.3035,13.8889,709.0709,2674.564,9270_1196A,Floatstone
307.1824,69.5624,1.7717,0.0548,0.2474,8.6646,-0.1814,7.5148,7.9579,6.2022,2.4176,0.0869,3.8237,2.4176,24.8596,0.0804,13.0886,791.0714,2689.1428,9276_1196A,Floatstone
307.4872,80.218,2.5241,0.0711,0.3928,9.808,-0.1814,10.5527,10.7965,8.9253,2.495,0.0657,4.6187,2.495,13.4954,0.127,11.677,1032.0812,2958.6736,9288_1196A,Floatstone
307.6396,89.1667,2.1636,0.0219,0.5653,10.9588,-0.1814,12.8325,14.9398,13.3379,2.5255,0.051,4.5315,2.5255,12.8669,0.04,11.2876,1120.5,2909.5,9294_1196A,Floatstone
307.792,94.0159,1.9947,0.01,0.5812,11.603,-0.1814,19.1703,19.1414,24.9725,2.5479,0.0546,4.4643,2.5479,11.996,0.0277,11.0381,1151.2667,3011.7268,9300_1196A,Floatstone
307.9444,98.0708,1.1238,-0.0227,0.493,12.2223,-0.1814,25.6876,21.8006,54.0794,2.5651,0.0532,4.6256,2.5651,11.2591,0.0061,11.1761,1137.1404,3054.8689,9306_1196A,Floatstone
308.0968,102.766,1.0857,-0.0289,0.5173,12.8219,-0.1814,28.1358,21.4336,66.9436,2.5674,0.0493,4.8923,2.5674,11.3724,-999.25,11.217,1109.0082,3039.4795,9312_1196A,Floatstone
308.2492,104.9021,1.3578,-0.0205,0.5552,13.0239,-0.1814,28.9298,19.3716,59.9323,2.557,0.0404,5.0732,2.5762,12.0978,-999.25,11.1487,1085.0044,3039.1306,9318_1196A,Floatstone
308.4016,105.6122,1.6407,-0.0128,0.6011,13.0332,-0.1814,25.9713,16.9565,51.5822,2.5437,0.0321,4.9834,2.5735,13.0607,-999.25,11.1519,1094.2382,3056.5,9324_1196A,Floatstone
308.554,105.1983,1.8924,-0.009,0.6594,12.9425,-0.1814,19.8446,14.2731,48.1793,2.533,0.0273,4.8222,2.5446,13.8887,-999.25,11.3351,1075.0392,3060.0393,9330_1196A,Floatstone
308.7064,103.1561,2.2646,0.0024,0.712,12.6497,-0.1814,13.8971,10.8669,36.4162,2.5163,0.0369,4.8722,2.5064,15.1801,-999.25,11.647,947.4635,3051.7571,9336_1196A,Floatstone
308.8588,102.2724,3.0895,0.0327,0.7988,12.3707,-0.1814,7.0733,7.306,11.838,2.473,0.0884,4.8348,2.473,19.407,-999.25,12.0064,794.0356,3036.9443,9342_1196A,Floatstone
309.0112,95.1188,3.0655,0.032,0.7953,11.4325,-0.1814,4.6446,4.7506,6.277,2.4044,0.1484,4.4071,2.4044,28.5355,-999.25,12.5681,714,2787.5,9348_1196A,Floatstone
316.6312,49.9986,0.4217,0.0173,0.0339,6.1767,-0.1814,1.9267,1.7987,1.6875,2.1174,0.2071,3.3771,2.1174,42.6954,0.9633,22.5906,492.5,2456.5,9648_1196A,Floatstone
316.7836,52.7825,-0.0145,-0.0087,0.0464,6.5007,-0.1814,1.9382,1.8819,1.7455,2.1216,0.1757,3.3259,2.1216,42.669,0.701,22.6415,474,2442.2222,9654_1196A,Floatstone
316.936,56.0924,0.1956,0.005,0.0332,6.9472,-0.1814,1.9505,2.0092,1.8207,2.1278,0.1473,3.5216,2.1278,42.7678,0.3214,23.5601,475.1111,2464,9660_1196A,Floatstone
317.0884,61.1267,0.408,0.015,0.0431,7.5401,-0.1814,1.9809,2.1712,1.8868,2.1527,0.141,3.679,2.1527,41.4612,0.178,21.725,496,2510.5,9666_1196A,Floatstone
317.2408,66.8486,0.0573,0.0113,-0.0477,8.3298,-0.1814,2.13,2.3422,1.9397,2.2049,0.1524,3.8083,2.2049,40.3004,0.0527,20.9766,542.6667,2417.3333,9672_1196A,Floatstone
317.3932,75.9612,0.8964,0.0391,0.0587,9.2522,-0.1814,2.1468,2.4493,2.027,2.2146,0.1475,3.8138,2.2146,37.8765,0.0393,19.9069,538.5,2541.7144,9678_1196A,Floatstone
317.5456,86.3205,1.4986,0.0648,0.1012,10.4451,-0.1814,2.1627,2.4279,2.0643,2.2036,0.124,3.7525,2.2036,35.2676,0.0289,19.6665,589.1429,2575.5,9684_1196A,Grainstone
317.698,94.3077,1.6151,0.0648,0.1384,11.4612,-0.1814,2.1554,2.3078,2.0591,2.2097,0.1234,3.5198,2.2097,34.1322,0.1043,18.8618,581.5,2592.8889,9690_1196A,Grainstone
317.8504,94.6356,1.2278,0.0431,0.1413,11.6144,-0.1814,2.1325,2.1609,2.0602,2.1998,0.138,3.3673,2.1998,33.9326,0.1812,19.2047,560.4445,2592,9696_1196A,Grainstone
326.3848,33.0654,2.034,0.0637,0.2793,3.8614,-0.1814,1.9448,1.8403,1.659,1.9472,0.1512,2.4371,1.9472,46.356,1.0507,18.26,490.5,2384.8889,10032_1196A,Floatstone
326.5372,28.015,1.5748,0.0551,0.1825,3.3165,-0.1814,2.0438,1.9036,1.7344,2.0128,0.2218,2.377,2.0128,40.7932,1.1656,18.5363,476,2376,10038_1196A,Floatstone
326.6896,29.5257,1.3874,0.0525,0.1376,3.4867,-0.1814,2.0499,2.0597,1.6042,2.0998,0.2977,2.5266,2.0998,40.354,1.1691,18.6576,463,2394.2222,10044_1196A,Floatstone
335.986,15.1205,0.4679,0.0008,0.1454,1.7941,-0.1814,1.9406,2.1036,1.7385,2.2236,0.3367,3.0472,2.2236,38.2663,0.6528,19.38,529,2466.5,10410_1196A,Grainstone
336.2908,13.776,0.497,0.0087,0.1085,1.6322,-0.1814,1.8566,1.7625,1.5844,2.2477,0.3364,3.3301,2.2477,37.2919,0.9502,18.5429,472.5,2495,10422_1196A,Rudstone
355.1884,7.0834,2.0161,0.0566,0.3151,0.6056,-0.1122,1.8235,1.9415,2.0068,2.27,0.3813,2.49,2.27,41.5502,0.6257,19.1561,488.8889,2521.5,11166_1196A,Rudstone
355.3408,6.6634,1.785,0.0471,0.2964,0.5881,-0.1122,1.8031,1.7993,1.6394,2.1691,0.3775,2.4626,2.1691,50.3491,0.6405,19.2578,503,2533.5,11172_1196A,Rudstone
383.992,16.2445,1.0649,0.0454,0.0755,1.8721,-0.1122,1.1359,1.1538,0.8977,2.0943,0.2604,2.7406,2.0943,48.3857,0.1725,20.0055,470.2857,2530.8572,12300_1196A,Floatstone
393.5932,7.608,0.4162,0.0226,0.0011,0.9558,-0.1747,1.5124,1.5602,1.2191,1.9954,0.2208,2.5999,1.9954,53.3124,0.2292,19.6915,509.5,2567.5,12678_1196A,Floatstone
451.2004,9.3753,1.821,0.0551,0.2615,0.9095,-999.25,1.0492,0.9218,0.6506,1.8565,0.3374,1.8843,1.8565,89.2679,-999.25,33.3326,408.0201,2336.1575,14946_1196A,Grainstone
451.3528,9.6292,1.7209,0.0459,0.2829,0.9544,-999.25,1.0303,0.9024,0.666,1.9085,0.3453,1.9537,1.9085,91.1173,-999.25,32.8049,447.7786,2392.0664,14952_1196A,Grainstone
451.5052,9.7292,2.0102,0.0406,0.4066,0.925,-999.25,1.0316,0.8507,0.6673,1.7505,0.298,1.8457,1.7505,92.976,-999.25,32.4932,446.8571,2328,14958_1196A,Grainstone
451.6576,9.2879,2.1647,0.045,0.4306,0.8378,-999.25,1.0304,0.803,0.6563,1.5613,0.2193,1.6613,1.5613,94.8874,-999.25,32.0399,395,2368,14964_1196A,Grainstone
451.81,9.0996,2.4993,0.0656,0.4175,0.7517,-999.25,1.0245,0.7687,0.6504,1.3949,0.1494,1.4273,1.3949,94.4569,-999.25,31.0494,446,2313.5,14970_1196A,Grainstone
451.9624,10.0741,2.9137,0.0908,0.4029,0.7982,-999.25,1.0261,0.7509,0.6401,1.2642,0.0987,1.2752,1.2642,95.9248,-999.25,32.5994,393.7143,2363,14976_1196A,Grainstone
452.1148,10.4522,3.4046,0.1106,0.4442,0.8028,-999.25,1.0234,0.7467,0.6544,1.1838,0.0778,1.2529,1.1838,100.4642,-999.25,34.2254,361.7778,2341,14982_1196A,Grainstone
452.2672,10.4867,2.9366,0.1055,0.3238,0.8704,-999.25,1.0169,0.7504,0.6586,1.1445,0.0761,1.2464,1.1445,105.513,-999.25,34.3939,403,2335.5,14988_1196A,Grainstone
452.4196,9.3652,2.8157,0.0912,0.369,0.7916,-999.25,1.0103,0.7569,0.6596,1.1371,0.0746,1.21,1.1371,107.982,-999.25,36.5305,382.8571,2301,14994_1196A,Grainstone
452.572,9.1049,3.1393,0.1094,0.3659,0.7439,-999.25,1.0046,0.762,0.6617,1.1291,0.0739,1.1472,1.1291,99.0116,-999.25,35.7378,392,2375.5,15000_1196A,Grainstone
470.4028,5.9316,2.1198,0.0627,0.3127,0.4858,-999.25,0.8705,0.7134,0.6352,1.1234,0.0728,1.1505,1.1234,102.4437,-999.25,34.3519,388,2394,15702_1196A,Grainstone
470.5552,6.2075,2.2995,0.0677,0.3411,0.4895,-999.25,0.8611,0.6752,0.6293,1.1229,0.0738,1.12,1.1229,105.0757,-999.25,34.4692,387,2443,15708_1196A,Grainstone
470.7076,6.2901,2.1136,0.054,0.3616,0.5314,-999.25,0.8191,0.6108,0.5737,1.1211,0.0782,1.0538,1.1211,109.6767,-999.25,34.1051,412.5,2417.5,15714_1196A,Grainstone
470.86,6.5167,2.2969,0.0638,0.3629,0.543,-999.25,0.7647,0.5409,0.4927,1.1107,0.0778,0.9916,1.1107,100.3029,-999.25,35.9199,374,2365.5,15720_1196A,Grainstone
471.0124,5.4596,1.7866,0.0449,0.3099,0.4695,-999.25,0.7455,0.4818,0.4713,1.1034,0.0758,0.9746,1.1034,95.8793,-999.25,35.2143,396,2414,15726_1196A,Grainstone
480.004,8.3683,0.628,-0.0238,0.3401,0.8721,-999.25,3.9982,4.2293,3.8007,2.2129,0.2034,2.1759,2.2129,53.2131,0.0714,15.2295,564.5,2792,16080_1196A,Grainstone
480.1564,8.3274,0.5166,-0.0232,0.3009,0.8479,-999.25,4.1201,4.868,3.6395,2.0654,0.1604,2.1238,2.0654,57.9416,-999.25,15.4065,714,2744,16086_1196A,Grainstone
480.3088,8.4272,0.1118,-0.0309,0.2163,0.8833,-999.25,4.2435,5.5425,3.6443,2.0781,0.1344,1.7923,2.0781,35.447,0.2254,15.1702,697.1429,2676,16092_1196A,Grainstone
480.4612,8.3796,-0.1403,-0.0375,0.174,0.8841,-999.25,4.4071,5.8836,4.2428,2.2994,0.1592,1.8988,2.2994,19.2434,0.6222,13.0194,750,2881.5,16098_1196A,Grainstone
480.6136,8.3496,-0.52,-0.0548,0.154,0.8989,-999.25,4.7641,5.6462,6.5886,2.6194,0.218,2.205,2.6194,15.452,0.7022,11.7774,844.5,3028,16104_1196A,Grainstone
480.766,8.3283,-1.1775,-0.0539,-0.062,0.9363,-999.25,5.3256,5.1298,8.0141,2.5673,0.146,2.6881,2.5673,19.8295,0.4839,11.9656,769.5,3043,16110_1196A,Grainstone
480.9184,8.3309,-1.1142,-0.0593,-0.0101,0.8892,-999.25,5.54,4.8069,6.443,2.5386,0.1486,2.8502,2.5386,23.9105,0.3375,11.8228,719,3054.8572,16116_1196A,Grainstone
481.0708,8.3056,-1.2735,-0.0596,-0.0596,0.8735,-999.25,6.2815,4.9199,5.9158,2.5133,0.1458,2.7695,2.5133,27.962,0.0733,11.9107,749,3039.5,16122_1196A,Grainstone
481.2232,8.2848,-1.2703,-0.0594,-0.0595,0.8713,-999.25,6.3444,5.5412,6.356,2.4813,0.123,2.4882,2.4813,24.3421,0.0371,11.7304,821,2985,16128_1196A,Grainstone
481.3756,8.2489,-1.2648,-0.0592,-0.0592,0.8675,-999.25,6.3541,6.684,7.4026,2.5537,0.1384,2.6907,2.5537,20.5483,0.0044,11.2182,854.2857,3156.5,16134_1196A,Grainstone
481.528,8.2036,-1.2579,-0.0588,-0.0589,0.8627,-999.25,7.2,8.1664,9.8534,2.597,0.1218,2.8091,2.597,16.4878,0.0399,10.215,965.5,3118.5,16140_1196A,Grainstone
481.6804,8.1415,-1.2484,-0.0584,-0.0585,0.8562,-999.25,7.319,9.0427,11.2531,2.5607,0.0476,3.0634,2.5607,15.4256,-999.25,9.5688,1012.5,3132,16146_1196A,Grainstone
481.8328,8.0913,-1.2407,-0.058,-0.0581,0.8509,-999.25,6.3134,8.1595,12.3825,2.5788,0.0304,3.0994,2.6192,14.8768,-999.25,9.4078,997.5,3317,16152_1196A,Grainstone
481.9852,8.0696,-1.2373,-0.0579,-0.0579,0.8486,-999.25,6.2865,6.3234,14.1428,2.6148,0.0907,3.1792,2.6148,14.4785,0.017,9.3683,1019,3247,16158_1196A,Grainstone
482.1376,8.0587,-1.2357,-0.0578,-0.0579,0.8475,-999.25,5.703,4.7497,14.1239,2.5723,0.1394,2.7378,2.5723,15.1877,0.0816,9.5466,963,3379,16164_1196A,Grainstone
482.29,8.0485,-1.2341,-0.0577,-0.0578,0.8464,-999.25,5.108,3.7038,14.2973,2.3744,0.1526,2.6152,2.3744,23.8022,-999.25,10.2493,758.6667,3186.5,16170_1196A,Grainstone
482.4424,8.0481,-1.234,-0.0577,-0.0578,0.8464,-999.25,4.7584,3.1508,10.3958,2.1407,0.1663,1.9719,2.1407,42.0858,-999.25,11.5523,613,2880,16176_1196A,Grainstone
482.5948,8.0549,-1.2351,-0.0578,-0.0578,0.8471,-999.25,5.108,3.0633,2.5973,1.8615,0.1931,1.6976,1.8615,92.311,-999.25,13.2048,476,2713.3333,16182_1196A,Grainstone
482.7472,8.1401,-1.2482,-0.0584,-0.0584,0.8561,-999.25,4.7481,3.5116,3.5505,1.8401,0.2535,1.4603,1.8401,77.2661,-999.25,16.5373,522.5,2531.6667,16188_1196A,Grainstone
482.8996,8.3524,-1.2807,-0.0599,-0.06,0.8784,-999.25,4.3056,4.8618,3.3631,1.869,0.273,1.366,1.869,52.7922,0.4249,18.6447,651.3333,2525,16194_1196A,Grainstone
483.052,8.5456,-1.3103,-0.0613,-0.0614,0.8987,-999.25,4.5803,8.1638,4.3933,2.1434,0.3646,1.6113,2.1434,29.4615,0.6615,19.1455,651,2564.5715,16200_1196A,Grainstone
483.2044,8.4699,-1.2987,-0.0607,-0.0608,0.8908,-999.25,4.5537,13.5153,5.6029,2.3339,0.4308,1.8578,2.3339,25.7537,0.5443,17.3119,637.5,2798,16206_1196A,Grainstone
483.3568,8.3016,-1.2729,-0.0595,-0.0596,0.8731,-999.25,4.3644,12.8413,6.4408,2.4557,0.4424,1.9601,2.4557,27.7441,0.3777,15.3297,640,2795,16212_1196A,Grainstone
82.8892,27.175,0.4886,0.0134,0.0781,3.3854,-0.1499,66.1948,17.1568,70.526,2.5939,0.0946,2.832,2.5939,14.2057,0.1729,9.9514,945.3333,3004,132_1199A,Floatstone
83.0416,25.6429,0.9533,0.0325,0.1151,3.1085,-0.1499,65.1037,18.8796,49.2777,2.6436,0.1069,2.8138,2.6436,12.053,0.1946,9.5801,1073.2,2994.8,138_1199A,Floatstone
83.194,22.9956,0.7632,0.0259,0.0927,2.8186,-0.1499,67.2952,20.3324,58.1645,2.6798,0.1111,2.5516,2.6798,10.6175,0.2352,8.9202,1074.8,3054.5454,144_1199A,Floatstone
83.3464,21.3165,0.7932,0.032,0.0668,2.6262,-0.1499,65.2233,20.4572,144.325,2.7003,0.1117,2.5629,2.7003,10.8792,0.2243,8.488,1027.2,3052,150_1199A,Floatstone
83.4988,20.0857,0.991,0.0413,0.0759,2.4411,-0.1499,69.8008,19.0119,326.913,2.6629,0.0937,2.5039,2.6629,12.3859,0.191,8.5552,1005.0909,3055.2,156_1199A,Floatstone
83.6512,19.2435,0.4956,0.0289,-0.0105,2.402,-0.1499,66.4177,16.9776,9700,2.6537,0.0977,2.7743,2.6537,13.9299,0.1684,8.1954,1016.7273,3033.6001,162_1199A,Floatstone
83.8036,19.0559,0.2894,0.0203,-0.0259,2.3726,-0.1499,66.5063,15.2966,9700,2.6333,0.1062,2.7384,2.6333,14.6596,0.1764,8.3448,949.2,3054.3999,168_1199A,Floatstone
83.956,19.6586,0.1396,0.0135,-0.0343,2.4423,-0.1499,66.8542,14.3956,9700,2.6139,0.1208,2.6046,2.6139,15.4495,0.1378,8.4313,936.8889,2934.1819,174_1199A,Floatstone
84.1084,20.3258,0.5262,0.025,0.022,2.4843,-0.1499,63.9581,14.4057,9700,2.5953,0.1305,2.3911,2.5953,15.1774,0.1348,8.6203,956.3636,2972.8,180_1199A,Floatstone
84.2608,20.168,0.4733,0.0224,0.0206,2.4543,-0.1499,62.7804,15.2604,9700,2.6079,0.1493,2.3084,2.6079,14.1065,0.1606,8.6526,1020.8,2992,186_1199A,Floatstone
84.4132,19.6454,0.4837,0.0236,0.017,2.381,-0.1499,58.0888,16.7357,542.9958,2.6264,0.167,2.338,2.6264,13.8241,0.1919,8.919,995.2,3026,192_1199A,Rudstone
84.5656,19.9647,0.2363,0.01,0.0174,2.4664,-0.1499,50.3355,18.4079,9700,2.63,0.1701,2.4739,2.63,14.5457,0.195,8.746,909.4545,3044,198_1199A,Rudstone
84.718,19.8264,-0.0043,0.0024,-0.0154,2.498,-0.1499,49.6891,19.4902,9700,2.5985,0.1624,2.6168,2.5985,15.5947,0.2275,9.1204,866,3023.6001,204_1199A,Rudstone
84.8704,19.9698,-0.3415,-0.016,-0.0155,2.5565,-0.1499,48.9104,19.2647,9700,2.5787,0.1626,2.7238,2.5787,16.3637,0.2464,9.5856,838,2971.2,210_1199A,Rudstone
85.0228,19.3585,-0.2659,-0.0121,-0.0143,2.4701,-0.1499,45.9559,18.0023,9700,2.572,0.1678,2.6393,2.572,16.7665,0.2449,10.0676,881.2,2897.0908,216_1199A,Floatstone
85.1752,19.9841,-0.3699,-0.0165,-0.022,2.5457,-0.1499,46.1336,16.5442,9700,2.5757,0.1778,2.5336,2.5757,15.927,0.2217,10.2981,931.2727,2942.1819,222_1199A,Floatstone
85.3276,20.4157,-0.3998,-0.0171,-0.0278,2.6021,-0.1499,45.8204,15.4872,9700,2.6128,0.1975,2.4511,2.6128,14.6471,0.2251,10.3848,977.0909,2991.2727,228_1199A,Rudstone
85.48,19.6117,0.428,0.0184,0.0297,2.3648,-0.1499,49.9295,15.2507,9700,2.624,0.1953,2.5347,2.624,13.585,0.1512,10.1811,1006.9091,3017.4546,234_1199A,Rudstone
85.6324,16.9823,0.6881,0.0147,0.1344,2.0238,-0.1499,52.9135,16.211,9700,2.6635,0.2085,2.6527,2.6635,13.0845,0.0664,9.8326,1053.8182,3120,240_1199A,Rudstone
92.6428,31.1051,2.0796,0.0678,0.2697,3.606,-0.1499,153.82,23.9556,193.6084,2.6519,0.0543,2.8452,2.6519,12.2552,0.038,9.3262,1111.5,3177.5,516_1199A,Floatstone
92.7952,31.2766,2.4289,0.082,0.2981,3.5744,-0.1499,151.6794,24.3024,167.1508,2.671,0.0638,2.8697,2.671,11.2822,0.0194,9.0447,1144.5,3134.6667,522_1199A,Floatstone
92.9476,30.3441,2.0165,0.0621,0.2824,3.5199,-0.1499,150.4505,24.8314,170.8217,2.6885,0.0733,3.0701,2.6885,10.1777,0.0282,8.9291,1240,3184,528_1199A,Floatstone
93.1,29.4869,1.3907,0.0336,0.2488,3.5054,-0.1499,151.7012,25.3224,170.971,2.6861,0.0774,3.1474,2.6861,9.9303,0.0026,8.7182,1249.3334,3192,534_1199A,Rudstone
93.2524,28.525,1.5772,0.044,0.248,3.3622,-0.1499,150.9465,25.4809,178.4485,2.6917,0.0822,2.9697,2.6917,10.1377,-999.25,8.5086,1237,3143.5,540_1199A,Rudstone
93.4048,28.4022,1.0012,0.0235,0.1835,3.412,-0.1499,153.3749,25.1928,183.0608,2.6999,0.0869,2.9282,2.6999,9.9393,-999.25,8.5206,1197.7778,3188,546_1199A,Rudstone
93.5572,28.6332,0.8408,0.0153,0.1796,3.4233,-0.1499,161.3961,24.6036,230.0045,2.7092,0.0901,2.848,2.7092,9.8882,0.0078,8.4868,1246.2858,3243.5,552_1199A,Rudstone
93.7096,28.3238,1.0143,0.0252,0.1773,3.3183,-0.1499,182.7748,23.8649,291.5983,2.7184,0.0944,2.9745,2.7184,9.6996,-999.25,8.2472,1257,3226.5,558_1199A,Floatstone
93.862,29.0485,0.6312,0.0117,0.134,3.4635,-0.1499,166.0742,22.9902,557.0543,2.706,0.0855,2.895,2.706,9.8502,-999.25,8.2765,1191.1111,3266.6667,564_1199A,Floatstone
94.0144,29.924,0.1862,0.0008,0.0551,3.6525,-0.1499,166.1439,22.0658,9700,2.7152,0.0872,2.9589,2.7152,9.9451,0.0109,8.3459,1221.5,3190.2222,570_1199A,Floatstone
94.1668,29.5672,0.3201,-0.0021,0.1151,3.6436,-0.1499,188.8961,21.3418,2278.1938,2.7162,0.0839,2.8092,2.7162,10.1573,-999.25,8.3128,1195.5555,3164,576_1199A,Floatstone
94.3192,29.4161,0.2673,-0.0034,0.1053,3.6171,-0.1499,222.624,20.9339,573.595,2.7268,0.08,2.9022,2.7268,10.4304,-999.25,8.3283,1264,3146.5,582_1199A,Floatstone
94.4716,28.7537,-0.0702,-0.0166,0.0747,3.5843,-0.1499,193.9145,20.6205,9700,2.7188,0.0709,2.7064,2.7188,10.2212,-999.25,8.3615,1228,3156.8889,588_1199A,Floatstone
94.624,29.0211,0.0871,-0.009,0.0805,3.577,-0.1499,172.7969,20.1342,9700,2.7229,0.0627,2.9705,2.7229,10.2455,-999.25,8.2022,1262.5,3296,594_1199A,Rudstone
94.7764,27.8186,0.4123,0.0087,0.081,3.3547,-0.1499,164.0372,19.507,9700,2.7158,0.0466,2.925,2.7158,10.1969,-999.25,8.1616,1283.5555,3160,600_1199A,Rudstone
94.9288,26.9339,0.5207,0.0164,0.0711,3.1999,-0.1499,151.8265,18.9122,9700,2.7263,0.0407,3.3586,2.7263,10.3561,-999.25,8.193,1292,3236.5,606_1199A,Floatstone
95.0812,26.7754,0.3374,0.007,0.067,3.2155,-0.1499,96.8427,18.3626,9700,2.7119,0.0302,3.3034,2.7119,10.1279,-999.25,8.3239,1233.5,3224.8889,612_1199A,Floatstone
95.2336,27.4065,0.6533,0.0236,0.0709,3.2752,-0.1499,93.1165,17.7511,9700,2.7013,0.0304,3.3254,2.7013,10.9008,-999.25,8.5145,1229.7778,3264,618_1199A,Floatstone
95.386,28.0972,0.7202,0.0222,0.1008,3.4006,-0.1499,99.4453,17.0871,187.8715,2.6769,0.0209,3.1312,2.7131,11.526,-999.25,8.6037,1172.5,3227,624_1199A,Floatstone
95.5384,28.6033,1.2278,0.051,0.0947,3.4067,-0.1499,81.3806,16.6149,60.2065,2.6705,0.0213,3.0424,2.5514,11.9706,-999.25,8.6259,1197.5,3190.2222,630_1199A,Floatstone
95.6908,29.4315,1.0265,0.0444,0.0688,3.5287,-0.1499,63.642,16.5894,51.1998,2.6744,0.0206,3.0242,2.7129,11.4696,-999.25,8.6002,1150.2222,3197.5,636_1199A,Rudstone
95.8432,31.3149,0.8927,0.0451,0.0221,3.7276,-0.1499,76.0036,16.8808,45.6104,2.6778,0.0246,3.2129,2.693,11.5666,-999.25,8.5276,1119.5,3205,642_1199A,Rudstone
95.9956,34.1021,0.9853,0.0518,0.0127,4.041,-0.1499,76.2482,16.8867,43.0809,2.6521,0.0135,3.2666,2.6743,12.7351,-999.25,8.5825,1124.5,3130.2222,648_1199A,Rudstone
96.148,36.3894,0.9178,0.048,0.0132,4.3723,-0.1499,58.5479,16.17,42.8482,2.6408,0.0166,3.1313,2.6245,13.9155,-999.25,8.7739,1034.6666,3102.6667,654_1199A,Floatstone
96.3004,37.833,1.172,0.0454,0.1097,4.5731,-0.1499,59.0199,15.0772,40.8222,2.6302,0.0182,2.9582,2.6147,14.3739,-999.25,8.905,1008.4445,3107.5557,660_1199A,Floatstone
