DEPTH_WMSF (m),HALC (%),HSIG (cu),HSTO (in),HNEC (cps),HFEC (cps),HROM (g/cm3),HLEF (barns/e-),HBDC (g/cm3),HDEB (g/cm3),IMAGE_ID,ROCK_CLASS
332.4404,38.1632,19.2767,-999.25,2710.9629,602.8148,2.1238,4.2301,0.0006,2.1259,715.772_717.042_46,Grainstone
332.4912,37.6343,19.6617,-999.25,2657.2871,602.8559,2.1416,4.3801,0.0035,2.1244,715.772_717.042_48,Grainstone
332.542,35.7854,19.9923,0.0272,2633.7566,631.566,2.1397,4.6778,0.0015,2.1248,717.042_718.312_0,Grainstone
332.5928,34.2723,19.8964,0.0484,2668.6152,606.6923,2.1422,4.4363,0.0015,2.1379,717.042_718.312_2,Grainstone
332.6436,33.9545,19.6139,0.0692,2651.5557,596.2222,2.1555,4.5141,0.0039,2.1527,717.042_718.312_4,Grainstone
332.6944,33.8323,20.238,0.0765,2648,662,2.1524,4.8143,0.0019,2.1766,717.042_718.312_6,Grainstone
332.7452,33.8821,19.7357,0.0676,2668.1267,617.603,2.1631,4.7233,0.0038,2.1908,717.042_718.312_8,Grainstone
332.796,33.3707,19.0069,0.0953,2732.8889,625.4814,2.1827,4.2888,0.0102,2.1901,717.042_718.312_10,Grainstone
332.8468,34.4904,18.5843,0.0453,2784.4443,599.1111,2.1864,4.4998,0.0114,2.1885,717.042_718.312_12,Grainstone
332.8976,35.6729,18.5593,-999.25,2765.0757,590.6595,2.1809,4.4349,0.0103,2.1714,717.042_718.312_14,Grainstone
332.9484,36.4959,18.5731,-999.25,2738.9558,599.547,2.1705,4.6355,0.0091,2.1641,717.042_718.312_16,Grainstone
332.9992,37.1998,18.5655,-999.25,2748.4446,595.5555,2.1739,5.7448,0.0105,2.1624,717.042_718.312_18,Grainstone
333.05,37.8554,18.6173,-999.25,2773.3191,587.842,2.183,5.3848,0.0132,2.1599,717.042_718.312_20,Grainstone
333.1008,38.657,18.4123,-999.25,2813.5442,616.0385,2.1581,4.947,0.0091,2.1574,717.042_718.312_22,Grainstone
333.1516,39.2009,19.0684,-999.25,2761.3333,584,2.1188,4.3863,0.0032,2.1471,717.042_718.312_24,Grainstone
333.2024,39.3376,19.7771,-999.25,2829.4814,632.5926,2.1247,4.3875,0.0044,2.1421,717.042_718.312_26,Grainstone
333.2532,38.3269,20.2374,-999.25,2765.0447,583.8209,2.1495,4.1758,0.0112,2.1466,717.042_718.312_28,Grainstone
333.304,37.3485,20.4319,-999.25,2751.0999,577.3184,2.163,4.372,0.0177,2.1548,717.042_718.312_30,Grainstone
333.3548,36.3415,20.4326,-999.25,2782.0215,593.4594,2.165,4.333,0.0184,2.1581,717.042_718.312_32,Grainstone
333.4056,35.7684,20.2982,-999.25,2753.7507,578.4288,2.1517,3.9963,0.0169,2.1519,717.042_718.312_34,Grainstone
333.4564,35.7257,20.0582,-999.25,2682.6753,572.4183,2.1404,4.1862,0.0133,2.1476,717.042_718.312_36,Grainstone
333.5072,35.893,19.7516,-999.25,2652.8079,607.4744,2.1363,4.4607,0.0107,2.1433,717.042_718.312_38,Grainstone
333.558,36.5253,19.4682,-999.25,2633.3447,558.1531,2.1429,4.6658,0.0117,2.1433,717.042_718.312_40,Grainstone
333.6088,37.2587,19.3492,-999.25,2870.6667,554,2.1465,4.5528,0.0143,2.1454,717.042_718.312_42,Grainstone
333.6596,38.1865,19.1648,-999.25,2664,596,2.1445,4.4009,0.0136,2.1396,717.042_718.312_44,Grainstone
333.7104,37.7545,18.7742,-999.25,2806.6667,556,2.118,4.5326,0.009,2.1332,717.042_718.312_46,Grainstone
333.7612,38.485,18.6423,-999.25,2828,558,2.1194,4.6185,0.0101,2.129,717.042_718.312_48,Grainstone
333.812,38.0588,18.74,-999.25,2736,628,2.132,4.3603,0.0124,2.1237,718.312_719.582_0,Grainstone
333.8628,38.7366,19.0355,-999.25,2682.6667,590,2.1241,4.3057,0.0161,2.127,718.312_719.582_2,Grainstone
333.9136,39.0886,19.4402,-999.25,2686.6667,600,2.1161,4.3901,0.0156,2.1277,718.312_719.582_4,Grainstone
333.9644,39.1908,19.2435,-999.25,2708,558.6667,2.1331,4.044,0.0195,2.1274,718.312_719.582_6,Grainstone
334.0152,39.0766,18.7658,-999.25,2772,514,2.1305,4.474,0.0173,2.1249,718.312_719.582_8,Grainstone
334.066,37.9107,18.6455,-999.25,2753.3333,552,2.1102,4.4624,0.0124,2.1204,718.312_719.582_10,Grainstone
334.1168,37.8589,18.3298,-999.25,2706,562.6667,2.1154,4.2224,0.0172,2.1116,718.312_719.582_12,Grainstone
334.1676,37.9296,18.6283,-999.25,2754.6667,625.3333,2.1098,4.2239,0.0171,2.1097,718.312_719.582_14,Grainstone
334.2184,37.9098,18.3879,0.0159,2660,560,2.1063,3.7479,0.014,2.1133,718.312_719.582_16,Grainstone
334.2692,37.1651,18.2732,0.0556,2650,600,2.1225,4.3911,0.0182,2.12,718.312_719.582_18,Grainstone
334.32,36.5538,18.1444,0.1271,2788,572,2.1308,4.7167,0.0186,2.1269,718.312_719.582_20,Grainstone
334.3708,34.4792,18.0091,0.1803,2757.3333,581.3333,2.1373,4.3727,0.0248,2.1254,718.312_719.582_22,Grainstone
334.4216,34.7387,18.0023,0.2119,2596,620,2.1139,3.8158,0.0197,2.1221,718.312_719.582_24,Grainstone
334.4724,34.2711,18.1565,0.2188,2637.3333,598,2.1124,4.1631,0.0196,2.1225,718.312_719.582_26,Grainstone
334.5232,32.5127,18.7269,0.2309,2746.6667,570.6667,2.1294,4.2603,0.0256,2.1329,718.312_719.582_28,Grainstone
334.574,31.2639,19.1654,0.2193,2702,581.3333,2.1542,4.0117,0.0321,2.1423,718.312_719.582_30,Grainstone
334.6248,33.3214,19.0214,0.1218,2700,586,2.1474,4.2277,0.0309,2.1456,718.312_719.582_32,Grainstone
334.6756,33.7446,19.2786,0.1133,2658,576,2.1419,4.5097,0.0281,2.1433,718.312_719.582_34,Grainstone
334.7264,33.4823,20.1372,0.1235,2613.3333,652,2.1377,4.0019,0.0259,2.1493,718.312_719.582_36,Grainstone
334.7772,34.0867,19.6647,0.1529,2708,674,2.1707,4.2852,0.0309,2.1546,718.312_719.582_38,Grainstone
334.828,35.187,20.5811,0.1124,2614.6667,554.6667,2.1651,4.4641,0.0251,2.1672,718.312_719.582_40,Grainstone
334.8788,36.0582,20.302,0.1285,2612,552,2.1598,4.6619,0.0185,2.1668,718.312_719.582_42,Grainstone
334.9296,36.7984,19.8118,0.181,2741.3333,585.3333,2.1375,4.5465,0.0054,2.155,718.312_719.582_44,Grainstone
334.9804,36.2805,19.9175,0.2046,2761.3333,610,2.1345,4.6016,0.0023,2.144,718.312_719.582_46,Grainstone
335.0312,37.4793,19.9716,0.1422,2740,550.6667,2.1312,4.8514,-0.0022,2.1177,718.312_719.582_48,Grainstone
335.082,39.7577,19.9844,0.0366,2652,590,2.1125,6.1666,-0.0086,2.104,719.582_720.852_0,Grainstone
335.1328,39.5238,20.7788,0.0063,2656,564,2.0905,4.2258,-0.0113,2.1686,719.582_720.852_2,Grainstone
335.1836,37.7482,19.976,0.0346,2630,518.6667,2.1356,3.995,-0.0009,2.1645,719.582_720.852_4,Grainstone
335.2344,37.0488,19.6792,0.0618,2768,604,2.1555,4.0178,0.0058,2.1665,719.582_720.852_6,Grainstone
335.2852,36.5237,19.527,0.1151,2730.6667,601.3333,2.1476,3.9762,0.0066,2.1572,719.582_720.852_8,Grainstone
335.336,37.0287,19.2862,0.1344,2658,592,2.1632,4.2938,0.0121,2.1379,719.582_720.852_10,Grainstone
335.3868,37.6285,18.6611,0.1435,2616,568,2.1833,4.6681,0.0254,2.1657,719.582_720.852_12,Grainstone
335.4376,37.3399,18.4056,0.2024,2644,577.3333,2.18,4.8293,0.0271,2.1712,719.582_720.852_14,Grainstone
335.4884,36.0544,17.9438,0.1999,2702,634.6667,2.1577,5.017,0.0223,2.1718,719.582_720.852_16,Grainstone
335.5392,35.333,18.3594,0.2446,2701.3333,576,2.1724,4.7059,0.0318,2.1694,719.582_720.852_18,Grainstone
335.59,34.8335,18.5563,0.2693,2761.3333,617.3333,2.1748,4.0963,0.0324,2.1701,719.582_720.852_20,Grainstone
335.6408,34.5469,19.4034,0.2476,2690,593.3333,2.1621,4.0835,0.0276,2.1746,719.582_720.852_22,Grainstone
335.6916,32.8093,19.6027,0.2973,2641.3333,540,2.1802,4.1265,0.0313,2.1744,719.582_720.852_24,Grainstone
335.7424,34.056,19.906,0.2901,2686.6667,574.6667,2.1811,4.0818,0.0307,2.1736,719.582_720.852_26,Grainstone
335.7932,33.2575,20.0784,0.2827,2674,550.6667,2.1612,4.0705,0.0239,2.1705,719.582_720.852_28,Grainstone
335.844,32.5751,20.3936,0.3705,2645.3333,584,2.1597,3.8472,0.0239,2.1634,719.582_720.852_30,Grainstone
335.8948,35.0766,20.506,0.2654,2566,582.6667,2.1599,4.312,0.0235,2.1588,719.582_720.852_32,Grainstone
335.9456,35.7203,19.8216,0.3156,2638.6667,586.6667,2.1496,4.6944,0.0212,2.1563,719.582_720.852_34,Grainstone
335.9964,35.5189,19.3504,0.2908,2644,534,2.1548,4.258,0.0253,2.1521,719.582_720.852_36,Grainstone
336.0472,36.3283,18.9629,0.193,2701.3333,629.3333,2.1515,4.8311,0.0229,2.1462,719.582_720.852_38,Grainstone
336.098,36.9648,19.2103,0.1537,2669.251,567.2812,2.1356,4.4747,0.0226,2.1339,719.582_720.852_40,Grainstone
336.1488,37.5137,18.7097,0.1407,2708,600.1905,2.1172,3.8446,0.0211,2.12,719.582_720.852_42,Grainstone
336.1996,37.2508,18.4638,0.1611,2690.2856,597.7143,2.0994,3.6496,0.0152,2.1239,719.582_720.852_44,Grainstone
336.2504,37.2142,19.2284,0.1744,2672.9363,573.7357,2.1529,4.2234,0.0226,2.1356,719.582_720.852_46,Grainstone
336.3012,38.8413,19.6241,0.1407,2677.8096,618.6666,2.1542,4.0347,0.0177,2.1516,719.582_720.852_48,Grainstone
336.352,37.8162,20.0112,0.211,2634,641.3333,2.1528,3.8964,0.0165,2.1541,720.852_722.122_0,Grainstone
336.4028,37.821,19.8673,0.2431,2702.6667,638,2.1521,4.3117,0.0138,2.1549,720.852_722.122_2,Grainstone
336.4536,36.1125,20.1744,0.3573,2730.2856,630.2857,2.1548,4.0891,0.0107,2.1551,720.852_722.122_4,Grainstone
336.5044,35.8194,20.147,0.4231,2667.4285,484,2.158,3.6852,0.0117,2.1438,720.852_722.122_6,Grainstone
336.5552,35.4159,19.0509,0.4773,2639.8188,542.8038,2.126,4.3003,0.0082,2.1353,720.852_722.122_8,Grainstone
336.606,32.6142,18.1874,0.65,2683.554,601.1273,2.1366,4.2218,0.0128,2.1262,720.852_722.122_10,Grainstone
336.6568,32.8574,18.4329,0.5587,2717.1428,600.7619,2.1304,4.3037,0.0139,2.1248,720.852_722.122_12,Grainstone
336.7076,34.4098,18.7538,0.3998,2716.9109,551.8738,2.1158,3.726,0.0132,2.1211,720.852_722.122_14,Grainstone
336.7584,36.2061,19.3842,0.244,2520,580,2.1122,3.638,0.0131,2.1215,720.852_722.122_16,Grainstone
336.8092,37.4914,20.1816,0.124,2655.1567,559.6122,2.1308,4.2723,0.0203,2.1306,720.852_722.122_18,Grainstone
336.86,37.5851,20.34,0.1037,2629.8269,602.0339,2.1444,4.1159,0.0224,2.1366,720.852_722.122_20,Grainstone
336.9108,38.3608,20.6309,-999.25,2714.0193,626.3104,2.1361,4.3522,0.0193,2.1326,720.852_722.122_22,Grainstone
336.9616,39.8222,20.4657,-999.25,2702.5762,615.2391,2.1156,4.396,0.0105,2.128,720.852_722.122_24,Grainstone
337.0124,38.8313,20.2419,-999.25,2735.6455,564.2875,2.1312,4.2849,0.0105,2.1231,720.852_722.122_26,Grainstone
337.0632,37.945,20.2737,-999.25,2730.0322,595.3461,2.1209,4.3242,0.0082,2.1268,720.852_722.122_28,Grainstone
337.114,38.9233,19.8869,0.078,2658,560,2.1343,4.8157,0.0089,2.1263,720.852_722.122_30,Grainstone
337.1648,38.4007,20.3257,0.0164,2702.6667,592,2.13,4.4684,0.0089,2.1302,720.852_722.122_32,Grainstone
337.2156,37.4115,20.2519,0.101,2662.6667,534,2.1381,3.8719,0.0119,2.123,720.852_722.122_34,Grainstone
337.2664,39.9813,20.0397,0.0197,2736,624,2.1253,4.0656,0.0084,2.1195,720.852_722.122_36,Grainstone
337.3172,38.32,20.591,0.1045,2722.6667,594,2.1193,5.1723,0.0081,2.1224,720.852_722.122_38,Grainstone
337.368,37.7548,21.2497,0.1307,2756,562.6667,2.1426,4.4845,0.0138,2.1242,720.852_722.122_40,Grainstone
337.4188,36.4166,20.2489,0.13,2778,590.6667,2.1384,4.4194,0.0123,2.1315,720.852_722.122_42,Grainstone
337.4696,36.9865,19.4101,0.0605,2672,540,2.1222,4.2835,0.0086,2.1355,720.852_722.122_44,Grainstone
337.5204,35.4495,18.5416,0.1413,2728,604,2.1425,4.4811,0.0136,2.1405,720.852_722.122_46,Grainstone
337.5712,34.4342,18.1155,0.1012,2641.3333,534.6667,2.1519,4.7466,0.0164,2.1573,720.852_722.122_48,Grainstone
337.622,34.2951,18.5101,0.0613,2729.3333,640,2.1719,5.1098,0.024,2.1688,722.122_723.392_0,Grainstone
337.6728,34.4661,18.3842,0.0147,2732,580,2.1811,4.0037,0.0268,2.1701,722.122_723.392_2,Grainstone
337.7236,35.6428,17.9822,-999.25,2688,580,2.1624,4.2713,0.0214,2.1627,722.122_723.392_4,Grainstone
337.7744,36.4465,18.0635,-999.25,2824,633.3333,2.1418,4.4102,0.0154,2.1547,722.122_723.392_6,Grainstone
337.8252,38.2094,18.4268,-999.25,2698,606.6667,2.1526,4.4394,0.0146,2.1523,722.122_723.392_8,Grainstone
337.876,37.4156,19.1533,-999.25,2762.6667,582,2.1597,4.6326,0.0161,2.1592,722.122_723.392_10,Grainstone
337.9268,38.0446,19.4777,-999.25,2732,588,2.1659,4.1822,0.0178,2.1658,722.122_723.392_12,Grainstone
337.9776,36.0668,18.881,0.0301,2690,610.6667,2.1684,4.0694,0.0187,2.1674,722.122_723.392_14,Grainstone
338.0284,34.7359,18.3108,0.1116,2612,544,2.1666,4.2274,0.0192,2.1685,722.122_723.392_16,Grainstone
338.0792,32.051,18.2077,0.2351,2788,577.3333,2.1674,3.944,0.0214,2.1674,722.122_723.392_18,Grainstone
338.13,32.5166,17.6409,0.2338,2672,580,2.1698,4.0553,0.0197,2.1683,722.122_723.392_20,Grainstone
338.1808,32.5952,17.5355,0.1904,2689.3333,544,2.168,4.0539,0.0189,2.1751,722.122_723.392_22,Grainstone
338.2316,32.7834,16.9945,0.1506,2614,630.6667,2.1849,4.4094,0.0219,2.1817,722.122_723.392_24,Grainstone
338.2824,34.3849,17.1745,0.0615,2685.3333,562,2.1886,4.2869,0.0181,2.1923,722.122_723.392_26,Grainstone
338.3332,35.3827,17.337,0.0038,2790.6667,620,2.1984,4.747,0.0152,2.2023,722.122_723.392_28,Grainstone
338.384,34.3579,17.0628,-999.25,2713.6296,648.4445,2.2116,4.062,0.0143,2.2104,722.122_723.392_30,Grainstone
338.4348,34.8572,17.075,-999.25,2766.3076,614.6154,2.2143,4.3389,0.0105,2.2123,722.122_723.392_32,Grainstone
338.4856,35.6991,17.0105,-999.25,2777.3298,619.1192,2.1986,4.7871,0.006,2.2213,722.122_723.392_34,Grainstone
338.5364,34.4233,16.7861,-999.25,2748.4443,636.2963,2.2051,4.2044,0.0054,2.2142,722.122_723.392_36,Grainstone
338.5872,33.372,16.5523,-999.25,2728,641.3333,2.2028,4.1142,0.0024,2.2058,722.122_723.392_38,Grainstone
338.638,33.4689,16.2244,0.025,2750.7151,615.9531,2.1907,3.869,0.0002,2.212,722.122_723.392_40,Grainstone
338.6888,33.2699,15.7602,0.0634,2782.074,581.3333,2.2039,4.2896,0.0035,2.2152,722.122_723.392_42,Grainstone
338.7396,33.8747,15.7248,0.0684,2747.8418,614.5235,2.2133,4.2162,0.0064,2.2246,722.122_723.392_44,Grainstone
338.7904,33.3472,16.0838,0.1081,2862.6667,618.6667,2.2237,3.8874,0.0101,2.2248,722.122_723.392_46,Grainstone
338.8412,33.6886,15.5954,0.1447,2684.2725,607.9986,2.2001,3.9829,0.0094,2.2145,722.122_723.392_48,Grainstone
338.892,32.6411,15.772,0.2276,2765.1853,565.7037,2.1863,3.8639,0.012,2.199,723.392_724.662_0,Grainstone
338.9428,32.488,16.052,0.2451,2735.4609,577.5933,2.1972,3.6969,0.0212,2.1848,723.392_724.662_2,Grainstone
338.9936,32.5915,16.543,0.2428,2718.2197,573.7811,2.1688,4.0488,0.0216,2.1808,723.392_724.662_4,Grainstone
339.0444,32.8397,16.9525,0.2135,2655.8774,589.1182,2.1704,4.3022,0.0259,2.1769,723.392_724.662_6,Grainstone
339.0952,33.445,17.207,0.1885,2610.2222,599.5555,2.1819,4.2403,0.0329,2.1724,723.392_724.662_8,Grainstone
339.146,34.0288,17.3962,0.2216,2694.6667,560.2963,2.1712,4.2051,0.0316,2.1731,723.392_724.662_10,Grainstone
339.1968,33.8014,17.218,0.2587,2662.6809,588.8943,2.1638,4.4271,0.0305,2.1719,723.392_724.662_12,Grainstone
339.2476,33.4631,17.6439,0.297,2556,548,2.1827,4.5287,0.0353,2.1683,723.392_724.662_14,Grainstone
339.2984,33.5973,17.9466,0.3223,2606.9629,617.926,2.1718,4.5859,0.0301,2.1627,723.392_724.662_16,Grainstone
339.3492,33.7568,18.3002,0.3223,2648.074,570.1481,2.1539,4.5266,0.025,2.1535,723.392_724.662_18,Grainstone
339.4,34.4031,18.0821,0.2856,2650.4404,547.3298,2.1352,4.2634,0.0206,2.1415,723.392_724.662_20,Grainstone
339.4508,34.8941,17.7717,0.3228,2671.1111,537.3333,2.1302,4.7561,0.0221,2.127,723.392_724.662_22,Grainstone
339.5016,36.1792,17.6967,0.3412,2653.926,549.7778,2.1093,4.6077,0.0254,2.1158,723.392_724.662_24,Grainstone
339.5524,37.7806,18.1116,0.3267,2657.7246,585.3191,2.1014,4.3206,0.0384,2.1098,723.392_724.662_26,Grainstone
339.6032,38.3425,18.7539,0.3643,2738.8147,600.1481,2.1031,3.9804,0.0536,2.1094,723.392_724.662_28,Grainstone
339.654,39.0505,18.4743,0.3718,2676.1482,560.1482,2.1185,4.0285,0.0754,2.12,723.392_724.662_30,Grainstone
339.7048,39.2909,18.0063,0.3599,2693.3333,572,2.1252,4.0652,0.0942,2.1442,723.392_724.662_32,Grainstone
339.7556,40.1124,18.1684,0.4528,2604,552,2.1811,4.2012,0.1388,2.1733,723.392_724.662_34,Grainstone
339.8064,32.6255,17.3764,0.9168,2520,544,2.2083,4.2328,0.1667,2.2052,723.392_724.662_36,Grainstone
339.8572,34.2517,18.5744,0.9014,2518.6667,574,2.2334,4.1207,0.1975,2.2242,723.392_724.662_38,Grainstone
339.908,32.3825,17.5068,1.0024,2568,538.6667,2.2331,3.8218,0.2065,2.2272,723.392_724.662_40,Grainstone
339.9588,33.1676,14.516,1.4247,2512,532,2.22,3.9076,0.2062,2.2201,723.392_724.662_42,Grainstone
340.0096,33.86,15.2214,1.3913,2656,510,2.1994,3.9197,0.2059,2.2113,723.392_724.662_44,Grainstone
340.0604,33.6708,18.1577,1.0467,2552,526.6667,2.2039,4.0195,0.1981,2.1985,723.392_724.662_46,Grainstone
340.1112,32.7408,18.4264,0.9661,2613.3333,500,2.1828,4.0581,0.1779,2.1878,723.392_724.662_48,Grainstone
340.162,35.2776,18.9415,0.722,2456,544,2.1688,4.4601,0.163,2.1745,724.662_725.932_0,Grainstone
340.2128,35.9907,18.5904,0.5678,2514.6667,534,2.1622,3.925,0.1548,2.1627,724.662_725.932_2,Grainstone
340.2636,36.5876,18.86,0.5087,2528,473.3333,2.1551,4.0575,0.1478,2.1516,724.662_725.932_4,Grainstone
340.3144,38.8895,19.5731,0.4174,2584,556,2.1344,4.0645,0.1354,2.1432,724.662_725.932_6,Grainstone
340.3652,41.69,19.1643,0.3173,2513.3333,554,2.1328,3.9901,0.1332,2.138,724.662_725.932_8,Grainstone
340.416,44.5304,18.8183,0.2678,2720,529.3333,2.1316,4.0581,0.1307,2.1371,724.662_725.932_10,Grainstone
340.4668,45.8015,17.2867,0.3152,2634.6667,542,2.137,4.4313,0.1391,2.141,724.662_725.932_12,Grainstone
340.5176,47.5758,16.8687,0.245,2682,517.3333,2.1458,4.0251,0.1442,2.1413,724.662_725.932_14,Grainstone
340.5684,48.234,16.8807,0.2911,2581.3333,561.3333,2.1461,4.005,0.1418,2.1379,724.662_725.932_16,Grainstone
340.6192,46.6879,17.1135,0.3257,2638,538,2.127,3.8663,0.1314,2.1357,724.662_725.932_18,Grainstone
340.7208,40.1833,17.1668,0.5311,2662,576,2.1312,3.9316,0.1181,2.1283,724.662_725.932_22,Grainstone
340.7716,38.8367,16.5733,0.6828,2618.6667,540,2.1257,4.372,0.1063,2.1222,724.662_725.932_24,Grainstone
340.8224,40.6784,17.9374,0.3761,2634.6667,564,2.1133,3.8016,0.0899,2.1173,724.662_725.932_26,Grainstone
340.8732,39.445,18.5211,0.4491,2590,570.6667,2.1157,3.5929,0.0814,2.1137,724.662_725.932_28,Grainstone
340.924,37.707,19.2976,0.4845,2634.6667,502,2.1103,3.7827,0.072,2.1176,724.662_725.932_30,Grainstone
340.9748,35.9631,18.9738,0.6143,2586.6667,541.3333,2.1258,4.2965,0.0704,2.1254,724.662_725.932_32,Grainstone
341.0256,34.9825,18.2617,0.5468,2600,532,2.1412,4.2438,0.0744,2.1354,724.662_725.932_34,Grainstone
341.0764,33.8621,18.9354,0.6047,2509.3333,554,2.1469,4.2305,0.0679,2.1457,724.662_725.932_36,Grainstone
341.1272,34.1573,18.607,0.5989,2597.3333,585.3333,2.1476,4.2026,0.0663,2.1536,724.662_725.932_38,Grainstone
341.178,29.0665,16.7319,1.1576,2582,572,2.1647,4.1052,0.0695,2.1543,724.662_725.932_40,Grainstone
341.2288,32.2064,18.4228,0.7151,2700,560,2.1512,4.0183,0.0659,2.1568,724.662_725.932_42,Grainstone
341.2796,33.4171,18.3431,0.5668,2650.6667,530.6667,2.1508,4.1152,0.0663,2.1582,724.662_725.932_44,Grainstone
341.3304,36.2972,18.0759,0.4421,2656,570.6667,2.1728,3.9405,0.0695,2.1594,724.662_725.932_46,Grainstone
341.3812,38.0564,18.214,0.3383,2782.6667,566,2.1647,3.8417,0.067,2.1627,724.662_725.932_48,Grainstone
341.432,40.3917,18.21,0.1735,2604,589.3333,2.1623,4.1585,0.0673,2.1636,725.932_727.202_0,Grainstone
341.4828,41.1895,18.5884,0.1633,2692,596,2.1668,3.9923,0.0651,2.1627,725.932_727.202_2,Grainstone
341.5336,41.3704,18.4621,0.1366,2668,520,2.1701,4.4645,0.0658,2.16,725.932_727.202_4,Grainstone
341.5844,39.6291,18.5142,0.2101,2660,608,2.1491,4.427,0.058,2.157,725.932_727.202_6,Grainstone
341.6352,41.3542,18.8096,0.1293,2656,589.3333,2.1552,4.4409,0.0572,2.1494,725.932_727.202_8,Grainstone
341.686,39.5494,19.6968,0.1437,2569.3333,576,2.142,4.5459,0.0477,2.1499,725.932_727.202_10,Grainstone
341.7368,37.7799,20.1247,0.2296,2664,549.3333,2.1537,4.0922,0.0493,2.1482,725.932_727.202_12,Grainstone
341.7876,38.3934,19.5905,0.2826,2685.3333,542.6667,2.1487,4.0791,0.0398,2.1456,725.932_727.202_14,Grainstone
341.8384,38.1965,19.8558,0.2168,2666.6667,548,2.137,4.0234,0.0293,2.143,725.932_727.202_16,Grainstone
341.8892,36.1468,19.991,0.2414,2560,628,2.1407,4.0265,0.0247,2.1406,725.932_727.202_18,Grainstone
341.94,37.5276,19.6078,0.0777,2732,558,2.1334,4.5116,0.0187,2.1501,725.932_727.202_20,Grainstone
341.9908,35.5559,19.2401,0.187,2638.6667,594.6667,2.1199,4.5525,0.0081,2.1441,725.932_727.202_22,Grainstone
342.0416,34.1744,18.7897,0.2355,2602,560,2.1384,4.4481,0.0097,2.14,725.932_727.202_24,Grainstone
342.0924,34.8262,19.2109,0.1181,2533.3333,584,2.1224,4.2199,0.003,2.1078,725.932_727.202_26,Grainstone
342.1432,34.7581,19.127,0.0783,2516,550,2.123,4.2196,0.0007,2.119,725.932_727.202_28,Grainstone
342.194,34.3601,18.4151,0.1258,2642.6667,613.3333,2.1386,4.2222,0.0032,2.1343,725.932_727.202_30,Grainstone
342.2448,35.0192,17.9966,0.1035,2573.3333,554,2.1465,3.8959,0.0032,2.1664,725.932_727.202_32,Grainstone
342.2956,35.6046,18.4886,0.1535,2664,574.6667,2.1457,3.8745,0.0039,2.1679,725.932_727.202_34,Grainstone
342.3464,37.0741,19.3303,0.0792,2713.3333,578,2.1492,3.7491,0.0022,2.1573,725.932_727.202_36,Grainstone
342.3972,37.4834,19.7067,0.057,2704,574.6667,2.1599,3.962,0.0054,2.1445,725.932_727.202_38,Grainstone
342.448,38.0438,19.4001,0.052,2666.6667,622.6667,2.1659,3.8978,0.0051,2.1424,725.932_727.202_40,Grainstone
342.4988,38.8964,19.6891,0.0213,2704,586,2.1686,3.6466,0.0073,2.1578,725.932_727.202_42,Grainstone
342.5496,37.1006,19.6636,0.034,2786,588,2.1526,3.8186,0.0052,2.1752,725.932_727.202_44,Grainstone
342.6004,36.5552,19.9761,0.059,2792,582,2.1625,4.2874,0.0063,2.1785,725.932_727.202_46,Grainstone
342.6512,37.4796,19.1964,0.0424,2764,585.3333,2.1836,4.0104,0.0091,2.1789,725.932_727.202_48,Grainstone
342.702,37.6924,18.7287,0.0826,2718,545.3333,2.176,4.1252,0.0107,2.1717,727.202_728.472_0,Grainstone
342.7528,34.9907,18.3465,0.1135,2729.3333,570,2.1675,4.0745,0.0103,2.1702,727.202_728.472_2,Grainstone
342.8036,34.7337,18.6908,0.1638,2690.6667,561.3333,2.1612,3.9335,0.0083,2.1627,727.202_728.472_4,Grainstone
342.8544,36.0394,18.9489,0.161,2786,608,2.1634,4.5167,0.0098,2.165,727.202_728.472_6,Grainstone
342.9052,36.919,19.3067,0.0942,2586.6667,598,2.1581,4.456,0.0085,2.1587,727.202_728.472_8,Grainstone
342.956,37.8709,19.5314,0.0789,2644,592,2.1686,4.6103,0.0119,2.1591,727.202_728.472_10,Grainstone
343.0068,39.2597,19.6212,-999.25,2810.6667,568,2.1536,4.2359,0.008,2.1585,727.202_728.472_12,Grainstone
343.0576,39.2485,19.8417,-999.25,2766.6667,604,2.1571,4.3873,0.0088,2.1528,727.202_728.472_14,Grainstone
343.1084,40.0635,19.5722,-999.25,2746,561.3333,2.1533,4.2899,0.0112,2.1511,727.202_728.472_16,Grainstone
343.1592,39.5376,19.6086,-999.25,2846.6667,524,2.1339,3.7399,0.0067,2.1411,727.202_728.472_18,Grainstone
343.21,37.1199,19.5164,0.0869,2706,592,2.1433,4.1298,0.0094,2.1354,727.202_728.472_20,Grainstone
